fr,en,it,de,es,ko,kana
On m'interdit d'utiliser mon Iguolta ici car cela pourrait endommager les appareils...,I'm not allowed to use my Heliolisk here because it could damage the equipment...,I'm not allowed to use my Heliolisk here because it could damage the equipment...,I'm not allowed to use my Heliolisk here because it could damage the equipment...,I'm not allowed to use my Heliolisk here because it could damage the equipment...,I'm not allowed to use my Heliolisk here because it could damage the equipment...,I'm not allowed to use my Heliolisk here because it could damage the equipment...
Il est particulier car j'ai réussi à lui apprendre l'attaque Lance-Flammes !,It's a bit special because I taught it Flamethrower!,It's a bit special because I taught it Flamethrower!,It's a bit special because I taught it Flamethrower!,It's a bit special because I taught it Flamethrower!,It's a bit special because I taught it Flamethrower!,It's a bit special because I taught it Flamethrower!
"Ça tombe bien, car en plus de ça il est rouge comme le feu.",That suits it perfectly because it's red as fire.,That suits it perfectly because it's red as fire.,That suits it perfectly because it's red as fire.,That suits it perfectly because it's red as fire.,That suits it perfectly because it's red as fire.,That suits it perfectly because it's red as fire.
Ça te dirait de t'en occuper à ma place ?,Would you train it for me?,Would you train it for me?,Would you train it for me?,Would you train it for me?,Would you train it for me?,Would you train it for me?
T'es au top !,So cool!,So cool!,So cool!,So cool!,So cool!,So cool!
\c[18]\N[1] obtient \c[27]Iguolta \c[18]![WAIT 240],\c[18]\N[1] received \c[27]Heliolisk\c[18]![WAIT 240],\c[18]\N[1] received \c[27]Heliolisk\c[18]![WAIT 240],\c[18]\N[1] received \c[27]Heliolisk\c[18]![WAIT 240],\c[18]\N[1] received \c[27]Heliolisk\c[18]![WAIT 240],\c[18]\N[1] received \c[27]Heliolisk\c[18]![WAIT 240],\c[18]\N[1] received \c[27]Heliolisk\c[18]![WAIT 240]
"Bon, j'ai un peu triché car j'ai utilisé la commande \c[5]""add_specific_pokemon""\c[0], qui me permet de générer un Critter avec toutes sortes de paramètres.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters."
J'aimerais ne pas avoir à m'en débarrasser autrement...,I wish I didn't have to get rid of it any other way...,I wish I didn't have to get rid of it any other way...,I wish I didn't have to get rid of it any other way...,I wish I didn't have to get rid of it any other way...,I wish I didn't have to get rid of it any other way...,I wish I didn't have to get rid of it any other way...
J'espère que tu t'occupes bien de mon beau Smaug.,I hope you take good care of my pretty Smaug.,I hope you take good care of my pretty Smaug.,I hope you take good care of my pretty Smaug.,I hope you take good care of my pretty Smaug.,I hope you take good care of my pretty Smaug.,I hope you take good care of my pretty Smaug.
"Bon, j'ai un peu triché car j'ai utilisé la commande \c[5]""add_specific_pokemon""\c[0], qui m'a permis de le générer avec toutes sortes de paramètres.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters.","I cheated a bit by using the command \c[5]""add_specific_pokemon""\c[5], which allows me to create a Critter with a lot of parameters."
Bonjour ! Je vois que la machine à côté de moi t'intrigues...:[name=Prof. Sorbier]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:
"Comme tu peux le voir, elle contient 3 Poké Balls.:[name=Prof. Sorbier]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:"
Chacune renferme un Critter assez spécial.:[name=Prof. Sorbier]:,Each one contains a special Critter.:[name=Professor Rowan]:,Each one contains a special Critter.:[name=Professor Rowan]:,Each one contains a special Critter.:[name=Professor Rowan]:,Each one contains a special Critter.:[name=Professor Rowan]:,Each one contains a special Critter.:[name=Professor Rowan]:,Each one contains a special Critter.:[name=Professor Rowan]:
"Choisis celui que tu préfères, je te l'offre !:[name=Prof. Sorbier]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:"
\c[18]Utilisez les flèches directionnelles pour sélectionner une Poké Ball.,\c[18]Use the direction buttons to select a Poké Ball.,\c[18]Use the direction buttons to select a Poké Ball.,\c[18]Use the direction buttons to select a Poké Ball.,\c[18]Use the direction buttons to select a Poké Ball.,\c[18]Use the direction buttons to select a Poké Ball.,\c[18]Use the direction buttons to select a Poké Ball.
"Tu veux Minidraco, le Critter Dragon ?","Do you want Dratini, the Dragon Critter?","Do you want Dratini, the Dragon Critter?","Do you want Dratini, the Dragon Critter?","Do you want Dratini, the Dragon Critter?","Do you want Dratini, the Dragon Critter?","Do you want Dratini, the Dragon Critter?"
"Tu veux Embrylex, le Critter Peaupierre ?","Do you want Larvitar, the Rock Skin Critter?","Do you want Larvitar, the Rock Skin Critter?","Do you want Larvitar, the Rock Skin Critter?","Do you want Larvitar, the Rock Skin Critter?","Do you want Larvitar, the Rock Skin Critter?","Do you want Larvitar, the Rock Skin Critter?"
"Tu veux Tarsal, le Critter Sentiment ?","Do you want Ralts, the Feeling Critter?","Do you want Ralts, the Feeling Critter?","Do you want Ralts, the Feeling Critter?","Do you want Ralts, the Feeling Critter?","Do you want Ralts, the Feeling Critter?","Do you want Ralts, the Feeling Critter?"
Il reste deux Poké Balls laissées par le Prof. Sorbier.,There are two Poké Balls left by Professor Rowan.,There are two Poké Balls left by Professor Rowan.,There are two Poké Balls left by Professor Rowan.,There are two Poké Balls left by Professor Rowan.,There are two Poké Balls left by Professor Rowan.,There are two Poké Balls left by Professor Rowan.
C'est vide...,It's empty...,It's empty...,It's empty...,It's empty...,It's empty...,It's empty...
C'est vide...,It's empty...,It's empty...,It's empty...,It's empty...,It's empty...,It's empty...
:[name=Prof. Sorbier]:Bonjour ! Je vois que la machine à côté de moi t'intrigues...,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:,Hello! I can see you're intrigued by that machine right there...:[name=Professor Rowan]:
":[name=Prof. Sorbier]:Comme tu peux le voir, elle contient 3 Poké Balls.","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:","As you can see, it displays 3 Poké Balls.:[name=Professor Rowan]:"
:[name=Prof. Sorbier]:Chacune renferme un Critter assez spécial.,Each one contains a special Critter.:[name=Professor Rowan]:,Each one contains a special Critter.:[name=Professor Rowan]:,Each one contains a special Critter.:[name=Professor Rowan]:,Each one contains a special Critter.:[name=Professor Rowan]:,Each one contains a special Critter.:[name=Professor Rowan]:,Each one contains a special Critter.:[name=Professor Rowan]:
":[name=Prof. Sorbier]:Choisis celui que tu préfères, je te l'offre !","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:","Chose the one you like best, I'll give it to you!:[name=Professor Rowan]:"
":[name=Prof. Sorbier]:Je t'en prie, choisis une Poké Ball parmi les placées dans la machine.",Please choose a Poké Ball on the machine.:[name=Professor Rowan]:,Please choose a Poké Ball on the machine.:[name=Professor Rowan]:,Please choose a Poké Ball on the machine.:[name=Professor Rowan]:,Please choose a Poké Ball on the machine.:[name=Professor Rowan]:,Please choose a Poké Ball on the machine.:[name=Professor Rowan]:,Please choose a Poké Ball on the machine.:[name=Professor Rowan]:
:[name=Prof. Sorbier]:J'espère que le Critter que tu as choisi deviendra un vrai partenaire.,I hope the Critter you chose will become a true partner.:[name=Professor Rowan]:,I hope the Critter you chose will become a true partner.:[name=Professor Rowan]:,I hope the Critter you chose will become a true partner.:[name=Professor Rowan]:,I hope the Critter you chose will become a true partner.:[name=Professor Rowan]:,I hope the Critter you chose will become a true partner.:[name=Professor Rowan]:,I hope the Critter you chose will become a true partner.:[name=Professor Rowan]:
:[name=Prof. Sorbier]:La machine dont tu t'es servie utilise de nombreux systèmes pour fonctionner.,The device you used works thanks to numerous systems.:[name=Professor Rowan]:,The device you used works thanks to numerous systems.:[name=Professor Rowan]:,The device you used works thanks to numerous systems.:[name=Professor Rowan]:,The device you used works thanks to numerous systems.:[name=Professor Rowan]:,The device you used works thanks to numerous systems.:[name=Professor Rowan]:,The device you used works thanks to numerous systems.:[name=Professor Rowan]:
":[name=Prof. Sorbier]:Tout d'abord, les différentes animations sont jouées grâce à des fichiers \c[5]gif\c[0], que CritterSDK supporte.","First of all, the animations are played using \c[5]gif\c[0] files, which CritterSDK supports.","First of all, the animations are played using \c[5]gif\c[0] files, which CritterSDK supports.","First of all, the animations are played using \c[5]gif\c[0] files, which CritterSDK supports.","First of all, the animations are played using \c[5]gif\c[0] files, which CritterSDK supports.","First of all, the animations are played using \c[5]gif\c[0] files, which CritterSDK supports.","First of all, the animations are played using \c[5]gif\c[0] files, which CritterSDK supports."
":[name=Prof. Sorbier]:Ensuite, la gestion des boutons est réalisée en utilisant une \c[5]loop\c[0] et des \c[5]variables\c[0].","Then, the inputs are managed with a \c[5]loop\c[0] and \c[5]variables\c[0].:[name=Professor Rowan]:","Then, the inputs are managed with a \c[5]loop\c[0] and \c[5]variables\c[0].:[name=Professor Rowan]:","Then, the inputs are managed with a \c[5]loop\c[0] and \c[5]variables\c[0].:[name=Professor Rowan]:","Then, the inputs are managed with a \c[5]loop\c[0] and \c[5]variables\c[0].:[name=Professor Rowan]:","Then, the inputs are managed with a \c[5]loop\c[0] and \c[5]variables\c[0].:[name=Professor Rowan]:","Then, the inputs are managed with a \c[5]loop\c[0] and \c[5]variables\c[0].:[name=Professor Rowan]:"
":[name=Prof. Sorbier]:Le tout est d'afficher les bonnes images au bon moment, et de ne pas oublier l'utilisation des \c[5]labels\c[0] pour naviguer au sein de l'évènement.","The key is to display the right pictures at the right time, and don't forget to use \c[5]labels\c[0] to navigate through your event.:[name=Professor Rowan]:","The key is to display the right pictures at the right time, and don't forget to use \c[5]labels\c[0] to navigate through your event.:[name=Professor Rowan]:","The key is to display the right pictures at the right time, and don't forget to use \c[5]labels\c[0] to navigate through your event.:[name=Professor Rowan]:","The key is to display the right pictures at the right time, and don't forget to use \c[5]labels\c[0] to navigate through your event.:[name=Professor Rowan]:","The key is to display the right pictures at the right time, and don't forget to use \c[5]labels\c[0] to navigate through your event.:[name=Professor Rowan]:","The key is to display the right pictures at the right time, and don't forget to use \c[5]labels\c[0] to navigate through your event.:[name=Professor Rowan]:"
:[name=Léo]:J'ai trouvé ce Critter rigolo dans la Caverne rocailleuse.,I found this funny Critter in the Rocky Cavern.:[name=Bill]:,I found this funny Critter in the Rocky Cavern.:[name=Bill]:,I found this funny Critter in the Rocky Cavern.:[name=Bill]:,I found this funny Critter in the Rocky Cavern.:[name=Bill]:,I found this funny Critter in the Rocky Cavern.:[name=Bill]:,I found this funny Critter in the Rocky Cavern.:[name=Bill]:
":[name=Léo]:Je suis plutôt branché programmation que combats Critter, donc je veux bien te le donner.","I'm more into programming rather than battling, so I can give it to you.:[name=Bill]:","I'm more into programming rather than battling, so I can give it to you.:[name=Bill]:","I'm more into programming rather than battling, so I can give it to you.:[name=Bill]:","I'm more into programming rather than battling, so I can give it to you.:[name=Bill]:","I'm more into programming rather than battling, so I can give it to you.:[name=Bill]:","I'm more into programming rather than battling, so I can give it to you.:[name=Bill]:"
\c[18]\N[1] obtient \c[27]Tic \c[18]de la part de Léo ! [WAIT 240],\c[18]\N[1] received \c[27]Klink \c[18]from Bill![WAIT 240],\c[18]\N[1] received \c[27]Klink \c[18]from Bill![WAIT 240],\c[18]\N[1] received \c[27]Klink \c[18]from Bill![WAIT 240],\c[18]\N[1] received \c[27]Klink \c[18]from Bill![WAIT 240],\c[18]\N[1] received \c[27]Klink \c[18]from Bill![WAIT 240],\c[18]\N[1] received \c[27]Klink \c[18]from Bill![WAIT 240]
":[name=Léo]:Comme j'ai utilisé \c[5]""store_pokemon""\c[0], ce Tic a été stocké directement dans ton PC !","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:"
":[name=Léo]:Alors, comment se porte le Tic que je t'ai donné ?","Tell me, how is Klink doing?:[name=Bill]:","Tell me, how is Klink doing?:[name=Bill]:","Tell me, how is Klink doing?:[name=Bill]:","Tell me, how is Klink doing?:[name=Bill]:","Tell me, how is Klink doing?:[name=Bill]:","Tell me, how is Klink doing?:[name=Bill]:"
":[name=Léo]:Comme j'ai utilisé \c[5]""store_pokemon""\c[0], ce Tic a été stocké directement dans ton PC !","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:","As I used \c[5]""store_pokemon""\c[0], this Klink was directly stored into your PC!:[name=Bill]:"
Les équipes du Laboratoire m'ont appelé pour les débarrasser des Critter Insecte qui viennent grignoter les câbles électriques.,The Laboratory staff called me to get rid of all those Bug Critter nibbling the power cables.,The Laboratory staff called me to get rid of all those Bug Critter nibbling the power cables.,The Laboratory staff called me to get rid of all those Bug Critter nibbling the power cables.,The Laboratory staff called me to get rid of all those Bug Critter nibbling the power cables.,The Laboratory staff called me to get rid of all those Bug Critter nibbling the power cables.,The Laboratory staff called me to get rid of all those Bug Critter nibbling the power cables.
Mais je ne sais même plus quoi faire de tous ceux que j'attrape !\nlJe te les donne si tu veux.,But I don't even know what to do with all of those I catch!\nlI can give them to you if you want.,But I don't even know what to do with all of those I catch!\nlI can give them to you if you want.,But I don't even know what to do with all of those I catch!\nlI can give them to you if you want.,But I don't even know what to do with all of those I catch!\nlI can give them to you if you want.,But I don't even know what to do with all of those I catch!\nlI can give them to you if you want.,But I don't even know what to do with all of those I catch!\nlI can give them to you if you want.
Ça te dit un Critter Insecte gratos ?,Would you like a free Bug Critter?,Would you like a free Bug Critter?,Would you like a free Bug Critter?,Would you like a free Bug Critter?,Would you like a free Bug Critter?,Would you like a free Bug Critter?
\c[18]\N[1] obtient \c[27]Chenipan \c[18]! [WAIT 240],\c[18]\N[1] received \c[27]Caterpie\c[18]![WAIT 240],\c[18]\N[1] received \c[27]Caterpie\c[18]![WAIT 240],\c[18]\N[1] received \c[27]Caterpie\c[18]![WAIT 240],\c[18]\N[1] received \c[27]Caterpie\c[18]![WAIT 240],\c[18]\N[1] received \c[27]Caterpie\c[18]![WAIT 240],\c[18]\N[1] received \c[27]Caterpie\c[18]![WAIT 240]
"J'ai utilisé la commande \c[5]""add_pokemon""\c[0], qui ajoute simplement un Critter à ton équipe, sans te proposer de le renommer.","I used the command \c[5]""add_pokemon""\c[0], which simply adds a Critter to your party, without asking you if you want to rename it.","I used the command \c[5]""add_pokemon""\c[0], which simply adds a Critter to your party, without asking you if you want to rename it.","I used the command \c[5]""add_pokemon""\c[0], which simply adds a Critter to your party, without asking you if you want to rename it.","I used the command \c[5]""add_pokemon""\c[0], which simply adds a Critter to your party, without asking you if you want to rename it.","I used the command \c[5]""add_pokemon""\c[0], which simply adds a Critter to your party, without asking you if you want to rename it.","I used the command \c[5]""add_pokemon""\c[0], which simply adds a Critter to your party, without asking you if you want to rename it."
Mais je crois qu'il y a un papy qui peut renommer tes Critter au milieu de cette pièce.,But I think there's an old man who can rename your Critter in the middle of this room.,But I think there's an old man who can rename your Critter in the middle of this room.,But I think there's an old man who can rename your Critter in the middle of this room.,But I think there's an old man who can rename your Critter in the middle of this room.,But I think there's an old man who can rename your Critter in the middle of this room.,But I think there's an old man who can rename your Critter in the middle of this room.
"N'hésite pas à venir me reparler si tu en veux d'autres, j'en ai un sacré nombre.","Come ask me if you want some more, I have quite a few of them.","Come ask me if you want some more, I have quite a few of them.","Come ask me if you want some more, I have quite a few of them.","Come ask me if you want some more, I have quite a few of them.","Come ask me if you want some more, I have quite a few of them.","Come ask me if you want some more, I have quite a few of them."
Vraiment ? Je ne sais franchement plus quoi en faire...,"Oh, really? I honestly don't know what to do with them anymore...","Oh, really? I honestly don't know what to do with them anymore...","Oh, really? I honestly don't know what to do with them anymore...","Oh, really? I honestly don't know what to do with them anymore...","Oh, really? I honestly don't know what to do with them anymore...","Oh, really? I honestly don't know what to do with them anymore..."
:[name=Prof. Chen]:Bonjour et bienvenue.[WAIT 10].[WAIT 10].[WAIT 10],Hello and welcome.[WAIT 10].[WAIT 10].[WAIT 10]:[name=Professor Oak]:,Hello and welcome.[WAIT 10].[WAIT 10].[WAIT 10]:[name=Professor Oak]:,Hello and welcome.[WAIT 10].[WAIT 10].[WAIT 10]:[name=Professor Oak]:,Hello and welcome.[WAIT 10].[WAIT 10].[WAIT 10]:[name=Professor Oak]:,Hello and welcome.[WAIT 10].[WAIT 10].[WAIT 10]:[name=Professor Oak]:,Hello and welcome.[WAIT 10].[WAIT 10].[WAIT 10]:[name=Professor Oak]:
":[name=Prof. Chen]:Pardon, j'ai l'habitude de me présenter de la manière aux nouveaux Dresseurs...","Sorry, I'm used to introduce myself this way to new Trainers...:[name=Professor Oak]:","Sorry, I'm used to introduce myself this way to new Trainers...:[name=Professor Oak]:","Sorry, I'm used to introduce myself this way to new Trainers...:[name=Professor Oak]:","Sorry, I'm used to introduce myself this way to new Trainers...:[name=Professor Oak]:","Sorry, I'm used to introduce myself this way to new Trainers...:[name=Professor Oak]:","Sorry, I'm used to introduce myself this way to new Trainers...:[name=Professor Oak]:"
:[name=Prof. Chen]:Ça t'intéresserait que je te refasse mon introduction en entier ?,Would like me to show you my introduction from the beginning?:[name=Professor Oak]:,Would like me to show you my introduction from the beginning?:[name=Professor Oak]:,Would like me to show you my introduction from the beginning?:[name=Professor Oak]:,Would like me to show you my introduction from the beginning?:[name=Professor Oak]:,Would like me to show you my introduction from the beginning?:[name=Professor Oak]:,Would like me to show you my introduction from the beginning?:[name=Professor Oak]:
:[name=Prof. Chen]:Dans ce cas...,Well then...:[name=Professor Oak]:,Well then...:[name=Professor Oak]:,Well then...:[name=Professor Oak]:,Well then...:[name=Professor Oak]:,Well then...:[name=Professor Oak]:,Well then...:[name=Professor Oak]:
:[name=Prof. Chen]:Je comprends... N'hésite pas à venir me voir si tu veux te remémorer tes débuts en tant que Dresseur.,I understand... Please come see me if you want to relive your first steps as a Trainer.:[name=Professor Oak]:,I understand... Please come see me if you want to relive your first steps as a Trainer.:[name=Professor Oak]:,I understand... Please come see me if you want to relive your first steps as a Trainer.:[name=Professor Oak]:,I understand... Please come see me if you want to relive your first steps as a Trainer.:[name=Professor Oak]:,I understand... Please come see me if you want to relive your first steps as a Trainer.:[name=Professor Oak]:,I understand... Please come see me if you want to relive your first steps as a Trainer.:[name=Professor Oak]:
Bienvenue dans le monde des Critter !,Welcome to the world of Critter!,Welcome to the world of Critter!,Welcome to the world of Critter!,Welcome to the world of Critter!,Welcome to the world of Critter!,Welcome to the world of Critter!
Mon nom est Chen.,My name is Oak.,My name is Oak.,My name is Oak.,My name is Oak.,My name is Oak.,My name is Oak.
Mais tout le monde m'appelle le Professeur Critter.,But everyone calls me the Critter Professor.,But everyone calls me the Critter Professor.,But everyone calls me the Critter Professor.,But everyone calls me the Critter Professor.,But everyone calls me the Critter Professor.,But everyone calls me the Critter Professor.
Ce monde.[WAIT 10].[WAIT 10].[WAIT 30] est peuplé de créatures appelées Critter.,This world.[WAIT 10].[WAIT 10].[WAIT 30] is widely inhabited by creatures known as Critter.,This world.[WAIT 10].[WAIT 10].[WAIT 30] is widely inhabited by creatures known as Critter.,This world.[WAIT 10].[WAIT 10].[WAIT 30] is widely inhabited by creatures known as Critter.,This world.[WAIT 10].[WAIT 10].[WAIT 30] is widely inhabited by creatures known as Critter.,This world.[WAIT 10].[WAIT 10].[WAIT 30] is widely inhabited by creatures known as Critter.,This world.[WAIT 10].[WAIT 10].[WAIT 30] is widely inhabited by creatures known as Critter.
"Nous, les humains, vivons avec les Critter.",We humans live alongside Critter as friends.,We humans live alongside Critter as friends.,We humans live alongside Critter as friends.,We humans live alongside Critter as friends.,We humans live alongside Critter as friends.,We humans live alongside Critter as friends.
Il nous arrive de jouer ou de travailler ensemble.,"At times we play together, and at other times we work together.","At times we play together, and at other times we work together.","At times we play together, and at other times we work together.","At times we play together, and at other times we work together.","At times we play together, and at other times we work together.","At times we play together, and at other times we work together."
Certaines personnes utilisent les Critter pour combattre et créent un lien très fort avec eux.,Some people use their Critter to battle and develop closer bonds with them.,Some people use their Critter to battle and develop closer bonds with them.,Some people use their Critter to battle and develop closer bonds with them.,Some people use their Critter to battle and develop closer bonds with them.,Some people use their Critter to battle and develop closer bonds with them.,Some people use their Critter to battle and develop closer bonds with them.
Moi ?,Myself…,Myself…,Myself…,Myself…,Myself…,Myself…
"Je me contente de faire des recherches, pour que nous en sachions plus sur les Critter.",I study Critter as a profession.,I study Critter as a profession.,I study Critter as a profession.,I study Critter as a profession.,I study Critter as a profession.,I study Critter as a profession.
"Mais avant tout, parle-moi un peu de toi.","Now, why don't you tell me a little bit about yourself?","Now, why don't you tell me a little bit about yourself?","Now, why don't you tell me a little bit about yourself?","Now, why don't you tell me a little bit about yourself?","Now, why don't you tell me a little bit about yourself?","Now, why don't you tell me a little bit about yourself?"
Es-tu un garçon ?\nlOu bien une fille ?\nlDis-moi tout...,Are you a boy?\nlOr are you a girl?\nlWon't you please tell me?,Are you a boy?\nlOr are you a girl?\nlWon't you please tell me?,Are you a boy?\nlOr are you a girl?\nlWon't you please tell me?,Are you a boy?\nlOr are you a girl?\nlWon't you please tell me?,Are you a boy?\nlOr are you a girl?\nlWon't you please tell me?,Are you a boy?\nlOr are you a girl?\nlWon't you please tell me?
C'est l'apparence qui te convient le mieux ?,Is it the look that suits you best?,Is it the look that suits you best?,Is it the look that suits you best?,Is it the look that suits you best?,Is it the look that suits you best?,Is it the look that suits you best?
C'est l'apparence qui te convient le mieux ?,Is it the look that suits you best?,Is it the look that suits you best?,Is it the look that suits you best?,Is it the look that suits you best?,Is it the look that suits you best?,Is it the look that suits you best?
"Merveilleux ! Tu as déjà défini ton apparence au début de cette démo, donc je ne vais pas la changer.","Wonderful! Now, you already set your look at the beginning of this demo, so I won't change it.","Wonderful! Now, you already set your look at the beginning of this demo, so I won't change it.","Wonderful! Now, you already set your look at the beginning of this demo, so I won't change it.","Wonderful! Now, you already set your look at the beginning of this demo, so I won't change it.","Wonderful! Now, you already set your look at the beginning of this demo, so I won't change it.","Wonderful! Now, you already set your look at the beginning of this demo, so I won't change it."
"Tu peux définir le genre de ton personnage avec la commande \c[5]""$trainer.define_gender(N)""\c[0].\nlRemplace ""N"" par ""true"" pour choisir une fille, et par ""false"" pour un garçon.","You can define the gender of your main player with \c[5]""$trainer.define_gender(N)""\c[0].\nReplace ""N"" with ""true"" for a girl, and ""false"" for a boy.","You can define the gender of your main player with \c[5]""$trainer.define_gender(N)""\c[0].\nReplace ""N"" with ""true"" for a girl, and ""false"" for a boy.","You can define the gender of your main player with \c[5]""$trainer.define_gender(N)""\c[0].\nReplace ""N"" with ""true"" for a girl, and ""false"" for a boy.","You can define the gender of your main player with \c[5]""$trainer.define_gender(N)""\c[0].\nReplace ""N"" with ""true"" for a girl, and ""false"" for a boy.","You can define the gender of your main player with \c[5]""$trainer.define_gender(N)""\c[0].\nReplace ""N"" with ""true"" for a girl, and ""false"" for a boy.","You can define the gender of your main player with \c[5]""$trainer.define_gender(N)""\c[0].\nReplace ""N"" with ""true"" for a girl, and ""false"" for a boy."
"Je ne te demanderai pas ton prénom non plus, mais il suffit d'utiliser la commande \c[5]""Name Input Processing""\c[0] pour le définir.","I won't ask your name either, but you just have to use the \c[5]""Name Input Processing""\c[0] command to define it.","I won't ask your name either, but you just have to use the \c[5]""Name Input Processing""\c[0] command to define it.","I won't ask your name either, but you just have to use the \c[5]""Name Input Processing""\c[0] command to define it.","I won't ask your name either, but you just have to use the \c[5]""Name Input Processing""\c[0] command to define it.","I won't ask your name either, but you just have to use the \c[5]""Name Input Processing""\c[0] command to define it.","I won't ask your name either, but you just have to use the \c[5]""Name Input Processing""\c[0] command to define it."
"La commande \c[5]""$trainer.name = '...'""\c[0] te permet également de définir manuellement le nom du joueur.","You can also use the \c[5]""$trainer.name = '...'""\c[0] command to manually set your player's name.","You can also use the \c[5]""$trainer.name = '...'""\c[0] command to manually set your player's name.","You can also use the \c[5]""$trainer.name = '...'""\c[0] command to manually set your player's name.","You can also use the \c[5]""$trainer.name = '...'""\c[0] command to manually set your player's name.","You can also use the \c[5]""$trainer.name = '...'""\c[0] command to manually set your player's name.","You can also use the \c[5]""$trainer.name = '...'""\c[0] command to manually set your player's name."
"Toutes ces commandes sont décrites dans l'évènement de départ de la démo, sur la map \c[5]Start\c[0].","All these commands are described inside the first event of the demo, on the map \c[5]Start\c[0].","All these commands are described inside the first event of the demo, on the map \c[5]Start\c[0].","All these commands are described inside the first event of the demo, on the map \c[5]Start\c[0].","All these commands are described inside the first event of the demo, on the map \c[5]Start\c[0].","All these commands are described inside the first event of the demo, on the map \c[5]Start\c[0].","All these commands are described inside the first event of the demo, on the map \c[5]Start\c[0]."
