en,fr,it,de,es,ko,kana
Magnet Area Critter,Critter Aimant,Critter Magnetico,Magnetgebiets-Critter,Critter Magnético,자기장포켓몬,じばポケモン
Licking Critter,Critter Lécheur,Critter Linguaccia,Schlecker-Critter,Critter Lametazo,핥기포켓몬,なめまわしポケモン
Drill Critter,Critter Perceur,Critter Trapano,Bohrer-Critter,Critter Taladro,드릴포켓몬,ドリルポケモン
Vine Critter,Critter Vigne,Critter Liana,Ranken-Critter,Critter Enredadera,넝쿨포켓몬,ツルじょうポケモン
Thunderbolt Critter,Critter Foudrélec,Critter Saetta,Donnerkeil-Critter,Critter Rayo,뇌전포켓몬,らいでんポケモン
Blast Critter,Critter Explosion,Critter Esplosivo,Detonations-Critter,Critter Explosión,폭염포켓몬,ばくえんポケモン
Jubilee Critter,Critter Célébration,Critter Festa,Jubilierer-Critter,Critter Festejo,축복포켓몬,しゅくふくポケモン
Ogre Darner Critter,Critter Libellogre,Critter Libellorco,Agrion,Critter Libélula,깨비잠자리포켓몬,オニトンボポケモン
Verdant Critter,Critter Verdoyant,Critter Rigoglioso,Unreif-Critter,Critter Verdor,심록포켓몬,しんりょくポケモン
Fresh Snow Critter,Critter Poudreuse,Critter Nevefresca,Neuschnee-Critter,Critter Nieve Fresca,신설포켓몬,しんせつポケモン
Fang Scorpion Critter,Critter Scorpicroc,Critter Scorpidente,Zahnskorpi,Critter Colmicorpio,송곳니전갈포켓몬,キバさそりポケモン
Twin Tusk Critter,Critter Deudéfenses,Critter Duezanne,Doppelstoßzahn-Critter,Critter Doscolmillos,2개송곳니포켓몬,２ほんキバポケモン
Virtual Critter,Critter Virtuel,Critter Virtuale,Virtuell-Critter,Critter Virtual,가상포켓몬,バーチャルポケモン
Blade Critter,Critter Lame,Critter Lama,Klingen-Critter,Critter Cuchilla,검포켓몬,やいばポケモン
Compass Critter,Critter Boussole,Critter Bussola,Kompass,Critter Brújula,콤파스포켓몬,コンパスポケモン
Gripper Critter,Critter Mainpince,Critter Pinza,Greifer-Critter,Critter Grilletes,움켜쥠포켓몬,てづかみポケモン
Snow Land Critter,Critter Enneigement,Critter Suolnevoso,Schneegebiets-Critter,Critter Tierra Fría,설국포켓몬,ゆきぐにポケモン
Plasma Critter,Critter Plasma,Critter Plasma,Plasma-Critter,Critter Plasma,플라스마포켓몬,プラズマポケモン
Knowledge Critter,Critter Savoir,Critter Sapienza,Wissens-Critter,Critter Sabiduría,지식포켓몬,ちしきポケモン
Emotion Critter,Critter Émotion,Critter Emozione,Emotions-Critter,Critter Sensorio,감정포켓몬,かんじょうポケモン
Willpower Critter,Critter Volonté,Critter Volontà,Willenskraft-Critter,Critter Voluntad,의지포켓몬,いしポケモン
Temporal Critter,Critter Temps,Critter Tempo,Zeitweilig-Critter,Critter Temporal,시간포켓몬,じかんポケモン
Spatial Critter,Critter Espace,Critter Spazio,Räumlich-Critter,Critter Espacial,공간포켓몬,くうかんポケモン
Lava Dome Critter,Critter Caldeira,Critter Cratere,Lavadom-Critter,Critter Domo Lava,화구포켓몬,かこうポケモン
Colossal Critter,Critter Prodigieux,Critter Colossale,Kolossal-Critter,Critter Colosal,거대포켓몬,きょだいポケモン
Renegade Critter,Critter Renégat,Critter Ribelle,Rebellen-Critter,Critter Renegado,반골포켓몬,はんこつポケモン
Lunar Critter,Critter Lunaire,Critter Falcato,Lunar-Critter,Critter Lunar,초승달포켓몬,みかづきポケモン
Sea Drifter Critter,Critter Dérivenmer,Critter Oceanbondo,Seedrift,Critter Marino,해양포켓몬,かいようポケモン
Seafaring Critter,Critter Voyagenmer,Critter Oceandante,Seefahrer,Critter Náutico,회유포켓몬,かいゆうポケモン
Pitch-Black Critter,Critter Noirtotal,Critter Neropesto,Dunkelnacht,Critter Oscuridad,암흑포켓몬,あんこくポケモン
Gratitude Critter,Critter Gratitude,Critter Gratitudine,Dankbarkeit,Critter Gratitud,감사포켓몬,かんしゃポケモン
Alpha Critter,Critter Alpha,Critter Primevo,Alpha,Critter Alfa,창조포켓몬,そうぞうポケモン
Victory Critter,Critter Victoire,Critter Vittoria,Triumph-Critter,Critter Victoria,승리포켓몬,しょうりポケモン
Grass Snake Critter,Critter Serpenterbe,Critter Serperba,Grasschlange,Critter Serp. Hierba,풀뱀포켓몬,くさへびポケモン
Grass Snake Critter,Critter Serpenterbe,Critter Serperba,Grasschlange,Critter Serp. Hierba,풀뱀포켓몬,くさへびポケモン
Regal Critter,Critter Majestueux,Critter Regale,Hoheit,Critter Realeza,로열포켓몬,ロイヤルポケモン
Fire Pig Critter,Critter Cochon Feu,Critter Suinfuoco,Feuerferkel,Critter Cerdo Fuego,불돼지포켓몬,ひぶたポケモン
Fire Pig Critter,Critter Cochon Feu,Critter Suinfuoco,Feuerferkel,Critter Cerdo Fuego,불돼지포켓몬,ひぶたポケモン
Mega Fire Pig Critter,Critter Grochon Feu,Critter Suincendio,Feuerschwein,Critter Cerdo Ígneo,큰불돼지포켓몬,おおひぶたポケモン
Sea Otter Critter,Critter Loutre,Critter Lontra,Otter,Critter Nutria,해달포켓몬,ラッコポケモン
Discipline Critter,Critter Entraînement,Critter Apprendista,Schulung,Critter Superación,수행포켓몬,しゅぎょうポケモン
Formidable Critter,Critter Dignitaire,Critter Dignità,Würde,Critter Majestuoso,관록포켓몬,かんろくポケモン
Scout Critter,Critter Espion,Critter Esplorante,Späher,Critter Explorador,망보기포켓몬,みはりポケモン
Lookout Critter,Critter Vigilant,Critter Sentinella,Wachsamkeit,Critter Alerta,경계포켓몬,けいかいポケモン
Puppy Critter,Critter Chiot,Critter Cagnolino,Welpen-Critter,Critter Perrito,강아지포켓몬,こいぬポケモン
Loyal Dog Critter,Critter Chien Fidèle,Critter Fedeltà,Treuhund-Critter,Critter Leal,충견포켓몬,ちゅうけんポケモン
Big-Hearted Critter,Critter Magnanime,Critter Generosità,Großmut-Critter,Critter Magnánimo,관대포켓몬,かんだいポケモン
Devious Critter,Critter Scélérat,Critter Furbizia,Schelm-Critter,Critter Malicioso,성악포켓몬,しょうわるポケモン
Cruel Critter,Critter Implacable,Critter Sanguefreddo,Gefühlskälte-Critter,Critter Calculador,냉혹포켓몬,れいこくポケモン
Grass Monkey Critter,Critter Singe Herbe,Critter Scimperba,Grasaffe,Critter Mono Hierba,풀원숭이포켓몬,くさざるポケモン
Thorn Monkey Critter,Critter Singépine,Critter Spinpanzé,Stachelaffe,Critter Mono Pincho,가시원숭이포켓몬,とげざるポケモン
High Temp Critter,Critter Brûlant,Critter Testacalda,Hitze,Critter Ardiente,고온포켓몬,こうおんポケモン
Ember Critter,Critter Braise,Critter Sfavillante,Funkenregen,Critter Lumbre,불티포켓몬,ひのこポケモン
Spray Critter,Critter Jet d’Eau,Critter Annaffiatore,Wasserstrahl,Critter Salpicadura,물뿌리기포켓몬,みずかけポケモン
Geyser Critter,Critter Drainage,Critter Spruzzacqua,Drainage,Critter Drenaje,방수포켓몬,ほうすいポケモン
Dream Eater Critter,Critter Mangerêve,Critter Divorasogni,Traumfresser-Critter,Critter Comesueños,꿈먹기포켓몬,ゆめくいポケモン
Drowsing Critter,Critter Rêveur,Critter Dormiveglia,Halbschlaf-Critter,Critter Duermevela,꿈결포켓몬,ゆめうつつポケモン
Tiny Pigeon Critter,Critter Tipigeon,Critter Piccione,Täubchen-Critter,Critter Pichón,아기비둘기포켓몬,こばとポケモン
Wild Pigeon Critter,Critter Sauvapigeon,Critter Granpiccione,Wildtauben-Critter,Critter Torcaz,들비둘기포켓몬,のばとポケモン
Proud Critter,Critter Fier,Critter Orgoglio,Stolz-Critter,Critter Altanero,프라이드포켓몬,プライドポケモン
Electrified Critter,Critter Étincélec,Critter Caricavolt,Hochspannung,Critter Electrizado,하전포켓몬,たいでんポケモン
Thunderbolt Critter,Critter Foudrélec,Critter Saetta,Donnerkeil,Critter Rayo,뇌전포켓몬,らいでんポケモン
Mantle Critter,Critter Manteau,Critter Placca,Erdmantel-Critter,Critter Manto,맨틀포켓몬,マントルポケモン
Ore Critter,Critter Minerai,Critter Minerale,Erz-Critter,Critter Mineral,광석포켓몬,こうせきポケモン
Compressed Critter,Critter Surpression,Critter Pressionalta,Kompressions-Critter,Critter Presurizado,고압포켓몬,こうあつポケモン
Bat Critter,Critter Chovsouris,Critter Pipistrello,Fledermaus-Critter,Critter Murciélago,박쥐포켓몬,こうもりポケモン
Courting Critter,Critter Cupidon,Critter Cercamore,Balz-Critter,Critter Galante,구애포켓몬,きゅうあいポケモン
Mole Critter,Critter Taupe,Critter Talpa,Maulwurf-Critter,Critter Topo,두더지포켓몬,もぐらポケモン
Subterrene Critter,Critter Souterrain,Critter Sottoterra,Untergrund-Critter,Critter Subterráneo,땅밑포켓몬,ちていポケモン
Hearing Critter,Critter Audition,Critter Ascolto,Gehör-Critter,Critter Escucha,히어링포켓몬,ヒヤリングポケモン
Muscular Critter,Critter Costaud,Critter Forzaimmane,Muskel-Critter,Critter Musculoso,근골포켓몬,きんこつポケモン
Muscular Critter,Critter Costaud,Critter Forzaimmane,Muskel-Critter,Critter Musculoso,근골포켓몬,きんこつポケモン
Muscular Critter,Critter Costaud,Critter Forzaimmane,Muskel-Critter,Critter Musculoso,근골포켓몬,きんこつポケモン
Tadpole Critter,Critter Têtard,Critter Girino,Kaulquappen-Critter,Critter Renacuajo,올챙이포켓몬,おたまポケモン
Vibration Critter,Critter Vibration,Critter Vibrazione,Vibrations-Critter,Critter Vibrante,진동포켓몬,しんどうポケモン
Vibration Critter,Critter Vibration,Critter Vibrazione,Vibrations-Critter,Critter Vibrante,진동포켓몬,しんどうポケモン
Judo Critter,Critter Judo,Critter Judo,Judo-Critter,Critter Judo,유도포켓몬,じゅうどうポケモン
Karate Critter,Critter Karaté,Critter Karate,Karate-Critter,Critter Kárate,태권도포켓몬,からてポケモン
Sewing Critter,Critter Couture,Critter Grancucito,Schneider,Critter Sastre,재봉포켓몬,さいほうポケモン
Leaf-Wrapped Critter,Critter Capefeuille,Critter Coprifoglia,Wickelblatt,Critter Arropado,잎숨기포켓몬,はごもりポケモン
Nurturing Critter,Critter Précepteur,Critter Balia,Kinderpflege,Critter Cuidador,육아포켓몬,こそだてポケモン
Centipede Critter,Critter Chilopode,Critter Centipede,Tausendfüßer-Critter,Critter Ciempiés,지네포켓몬,ムカデポケモン
Curlipede Critter,Critter Coconplopode,Critter Rotopede,Kokonfüßer-Critter,Critter Pupaciempiés,눈썹지네포켓몬,まゆムカデポケモン
Megapede Critter,Critter Mégaplopode,Critter Megapede,Riesenfüßer-Critter,Critter Megaciempiés,메가지네포켓몬,メガムカデポケモン
Cotton Puff Critter,Critter Boule Coton,Critter Cotonpalla,Wattebausch-Critter,Critter Bolalgodón,솜뭉치포켓몬,わたたまポケモン
Windveiled Critter,Critter Vole Vent,Critter Spiffero,Windschatten-Critter,Critter Vuelalviento,바람숨기포켓몬,かぜかくれポケモン
Bulb Critter,Critter Racine,Critter Radice,Wurzel-Critter,Critter Bulbo,뿌리포켓몬,ねっこポケモン
Flowering Critter,Critter Chef-Fleur,Critter Fiorfronzolo,Blumenzier-Critter,Critter Adornofloral,꽃장식포켓몬,はなかざりポケモン
Hostile Critter,Critter Violent,Critter Irruenza,Grobheits-Critter,Critter Violento,흉포포켓몬,らんぼうポケモン
Desert Croc Critter,Critter Croco Sable,Critter Sabbiadrillo,Wüstenkroko-Critter,Critter Desierdrilo,사막악어포켓몬,さばくワニポケモン
Desert Croc Critter,Critter Croco Sable,Critter Sabbiadrillo,Wüstenkroko-Critter,Critter Desierdrilo,사막악어포켓몬,さばくワニポケモン
Intimidation Critter,Critter Intimidation,Critter Minaccia,Abschreckungs-Critter,Critter Amenazador,위협포켓몬,いかくポケモン
Zen Charm Critter,Critter Daruma,Critter Daruma,Lampion-Critter,Critter Daruma,달마포켓몬,だるまポケモン
Blazing Critter,Critter Enflammé,Critter Altefiamme,Lichterloh-Critter,Critter Candente,염상포켓몬,えんじょうポケモン
Cactus Critter,Critter Cactus,Critter Cactus,Kaktus-Critter,Critter Cactus,선인장포켓몬,サボテンポケモン
Rock Inn Critter,Critter Lithicole,Critter Pietracasa,Steinhaus-Critter,Critter Casapiedra,돌집포켓몬,いしやどポケモン
Stone Home Critter,Critter Lapidicole,Critter Scogliocasa,Felshaus-Critter,Critter Casarroca,바위집포켓몬,いわやどポケモン
Shedding Critter,Critter Mue,Critter Mutapelle,Hautwechsel-Critter,Critter Mudapiel,탈피포켓몬,だっぴポケモン
Hoodlum Critter,Critter Gang,Critter Furfante,Halunken-Critter,Critter Gamberro,악당포켓몬,あくとうポケモン
Avianoid Critter,Critter Similoiseau,Critter Pseuduccello,Vogelgleich-Critter,Critter Pseudopájaro,흡사새포켓몬,とりもどきポケモン
Spirit Critter,Critter Âme,Critter Fatuanima,Seelen-Critter,Critter Espíritu,영혼포켓몬,たましいポケモン
Coffin Critter,Critter Cercueil,Critter Bara,Sarkophag-Critter,Critter Sepultura,관포켓몬,かんおけポケモン
Prototurtle Critter,Critter Tortantique,Critter Ancestruga,Urzeitkröten-Critter,Critter Pretortuga,옛날거북포켓몬,こだいがめポケモン
Prototurtle Critter,Critter Tortantique,Critter Ancestruga,Urzeitkröten-Critter,Critter Pretortuga,옛날거북포켓몬,こだいがめポケモン
First Bird Critter,Critter Oisancien,Critter Paleouccello,Urzeitvogel-Critter,Critter Protopájaro,최초새포켓몬,さいこどりポケモン
First Bird Critter,Critter Oisancien,Critter Paleouccello,Urzeitvogel-Critter,Critter Protopájaro,최초새포켓몬,さいこどりポケモン
Trash Bag Critter,Critter Sac Poubelle,Critter Spazzatura,Mülltüten-Critter,Critter Bolsa Basura,쓰레기봉투포켓몬,ゴミぶくろポケモン
Trash Heap Critter,Critter Dépotoir,Critter Discarica,Müllhalden-Critter,Critter Vertedero,쓰레기장포켓몬,ゴミすてばポケモン
Tricky Fox Critter,Critter Sombrenard,Critter Malavolpe,Lausefuchs-Critter,Critter Zorro Pillo,나쁜여우포켓몬,わるぎつねポケモン
Illusion Fox Critter,Critter Polymorfox,Critter Mutevolpe,Polymorfuchs-Critter,Critter Disfrazorro,요괴여우포켓몬,ばけぎつねポケモン
Chinchilla Critter,Critter Chinchilla,Critter Cincillà,Chinchilla-Critter,Critter Chinchilla,친칠라포켓몬,チンチラポケモン
Scarf Critter,Critter Écharpe,Critter Sciarpa,Schal-Critter,Critter Estola,스카프포켓몬,スカーフポケモン
Fixation Critter,Critter Dévisageur,Critter Fissosguardo,Glotz-Critter,Critter Inquisitivo,응시포켓몬,ぎょうしポケモン
Manipulate Critter,Critter Magouilleur,Critter Raggiro,Manipulator-Critter,Critter Manipulador,조작포켓몬,あやつりポケモン
Astral Body Critter,Critter Cosmique,Critter Corpoceleste,Gestirns-Critter,Critter Astro,천체포켓몬,てんたいポケモン
Cell Critter,Critter Cellule,Critter Cellula,Zellen-Critter,Critter Célula,세포포켓몬,さいぼうポケモン
Mitosis Critter,Critter Divisé,Critter Scissione,Zellteilungs-Critter,Critter Mitosis,분할포켓몬,ぶんかつポケモン
Multiplying Critter,Critter Multiplié,Critter Espansione,Vermehrungs-Critter,Critter Ampliación,증폭포켓몬,ぞうふくポケモン
Water Bird Critter,Critter Oiseaudo,Critter Alacquatico,Wasservogel,Critter Ave Agua,물새포켓몬,みずどりポケモン
White Bird Critter,Critter Cygne,Critter Biancuccello,Schwan,Critter Cisne,백조포켓몬,しらとりポケモン
Fresh Snow Critter,Critter Poudreuse,Critter Nevefresca,Neuschnee-Critter,Critter Nieve Fresca,신설포켓몬,しんせつポケモン
Icy Snow Critter,Critter Grêle,Critter Geloneve,Firn-Critter,Critter Nieve Helada,빙설포켓몬,ひょうせつポケモン
Snowstorm Critter,Critter Congère,Critter Bufera,Schneesturm-Critter,Critter Nieve Gélida,블리자드포켓몬,ブリザードポケモン
Season Critter,Critter Saison,Critter Stagione,Jahreszeit,Critter Estacional,계절포켓몬,きせつポケモン
Season Critter,Critter Saison,Critter Stagione,Jahreszeit,Critter Estacional,계절포켓몬,きせつポケモン
Sky Squirrel Critter,Critter Pteromys,Critter Petauro,Flughörnchen-Critter,Critter Vuelardilla,하늘다람쥐포켓몬,モモンガポケモン
Clamping Critter,Critter Carabe,Critter Addentatore,Schnappbiss-Critter,Critter Bocado,덥석물기포켓몬,かぶりつきポケモン
Cavalry Critter,Critter Chevalier,Critter Cavaliere,Kavallerie-Critter,Critter Soldado,기병포켓몬,きへいポケモン
Mushroom Critter,Critter Champignon,Critter Fungo,Pilz-Critter,Critter Hongo,버섯포켓몬,きのこポケモン
Mushroom Critter,Critter Champignon,Critter Fungo,Pilz-Critter,Critter Hongo,버섯포켓몬,きのこポケモン
Floating Critter,Critter Flottaison,Critter Fluttuante,Gleit-Critter,Critter Ingrávido,부유포켓몬,ふゆうポケモン
Floating Critter,Critter Flottaison,Critter Fluttuante,Gleit-Critter,Critter Ingrávido,부유포켓몬,ふゆうポケモン
Caring Critter,Critter Soigneur,Critter Assistenza,Fürsorge,Critter Socorrista,돌보기포켓몬,かいほうポケモン
Attaching Critter,Critter Crampon,Critter Appiccicante,Kleben-Critter,Critter Lapa,들러붙기포켓몬,くっつきポケモン
EleSpider Critter,Critter Araclectrik,Critter Elettroragno,Stromspinnen-Critter,Critter Electroaraña,전기거미포켓몬,でんきグモポケモン
Thorn Seed Critter,Critter Graine Épine,Critter Spinaseme,Dornfrucht-Critter,Critter Fruto Espina,가시열매포켓몬,とげのみポケモン
Thorn Pod Critter,Critter Boule Épine,Critter Spinasfere,Dornkugel-Critter,Critter Bola Espina,가시공포켓몬,とげだまポケモン
Gear Critter,Critter Engrenage,Critter Ingranaggio,Getriebe-Critter,Critter Engranaje,톱니바퀴포켓몬,はぐるまポケモン
Gear Critter,Critter Engrenage,Critter Ingranaggio,Getriebe-Critter,Critter Engranaje,톱니바퀴포켓몬,はぐるまポケモン
Gear Critter,Critter Engrenage,Critter Ingranaggio,Getriebe-Critter,Critter Engranaje,톱니바퀴포켓몬,はぐるまポケモン
EleFish Critter,Critter Électrophore,Critter Elettropesce,Stromfisch,Critter Electropez,전기물고기포켓몬,でんきうおポケモン
EleFish Critter,Critter Électrophore,Critter Elettropesce,Stromfisch,Critter Electropez,전기물고기포켓몬,でんきうおポケモン
EleFish Critter,Critter Électrophore,Critter Elettropesce,Stromfisch,Critter Electropez,전기물고기포켓몬,でんきうおポケモン
Cerebral Critter,Critter Cerveau,Critter Cervello,Grips-Critter,Critter Cerebro,브레인포켓몬,ブレインポケモン
Cerebral Critter,Critter Cerveau,Critter Cervello,Grips-Critter,Critter Cerebro,브레인포켓몬,ブレインポケモン
Candle Critter,Critter Chandelle,Critter Candela,Kerzen-Critter,Critter Vela,양초포켓몬,ろうそくポケモン
Lamp Critter,Critter Lampe,Critter Lanterna,Lampen-Critter,Critter Farolillo,램프포켓몬,ランプポケモン
Luring Critter,Critter Invitation,Critter Attiranime,Geleit-Critter,Critter Señuelo,권유포켓몬,いざないポケモン
Tusk Critter,Critter Crocs,Critter Zanna,Stoßzahn-Critter,Critter Colmillo,이빨포켓몬,キバポケモン
Axe Jaw Critter,Critter Hachomenton,Critter Mascellascia,Beilkiefer-Critter,Critter Boca Hacha,도끼턱포켓몬,あごオノポケモン
Axe Jaw Critter,Critter Hachomenton,Critter Mascellascia,Beilkiefer-Critter,Critter Boca Hacha,도끼턱포켓몬,あごオノポケモン
Chill Critter,Critter Gelé,Critter Freddo,Eisschollen-Critter,Critter Congelación,빙결포켓몬,ひょうけつポケモン
Freezing Critter,Critter Congelé,Critter Glaciale,Packeis-Critter,Critter Glaciación,동결포켓몬,とうけつポケモン
Crystallizing Critter,Critter Cristal,Critter Cristallo,Kristall-Critter,Critter Cristal,결정포켓몬,けっしょうポケモン
Snail Critter,Critter Escargot,Critter Lumachina,Schnecken-Critter,Critter Caracol,달팽이포켓몬,マイマイポケモン
Shell Out Critter,Critter Exuviateur,Critter Sgusciato,Entschalungs-Critter,Critter Sincaparazón,탈껍질포켓몬,からぬけポケモン
Trap Critter,Critter Piège,Critter Trappola,Falle-Critter,Critter Trampa,트랩포켓몬,トラップポケモン
Martial Arts Critter,Critter Art Martial,Critter Marziale,Kampfkünste-Critter,Critter Arte Marcial,무술포켓몬,ぶじゅつポケモン
Martial Arts Critter,Critter Art Martial,Critter Marziale,Kampfkünste-Critter,Critter Arte Marcial,무술포켓몬,ぶじゅつポケモン
Cave Critter,Critter Caverne,Critter Grotta,Höhlen-Critter,Critter Cueva,동굴포켓몬,ほらあなポケモン
Automaton Critter,Critter Golem Ancien,Critter Statuanimata,Urgolem-Critter,Critter Autómata,골렘포켓몬,ゴーレムポケモン
Automaton Critter,Critter Golem Ancien,Critter Statuanimata,Urgolem-Critter,Critter Autómata,골렘포켓몬,ゴーレムポケモン
Sharp Blade Critter,Critter Coupant,Critter Lamaffilata,Stahlklingen-Critter,Critter Tajo,날붙이포켓몬,はものポケモン
Sword Blade Critter,Critter Tranchant,Critter Fildilama,Schwertklingen-Critter,Critter Filo,도인포켓몬,とうじんポケモン
Bash Buffalo Critter,Critter Coup d’Bœuf,Critter Sfondatoro,Kopfstoßrind-Critter,Critter Torocabezazo,박치기소포켓몬,ずつきうしポケモン
Eaglet Critter,Critter Aiglon,Critter Aquilotto,Adlerküken-Critter,Critter Aguilucho,새끼독수리포켓몬,ヒナわしポケモン
Valiant Critter,Critter Vaillant,Critter Baldanza,Kühnheits-Critter,Critter Aguerrido,용맹포켓몬,ゆうもうポケモン
Diapered Critter,Critter Couche,Critter Pannolino,Windel-Critter,Critter Pañal,기저귀포켓몬,おむつポケモン
Bone Vulture Critter,Critter Vostour,Critter Ossaquila,Knochenadler-Critter,Critter Buitre Hueso,뼈독수리포켓몬,ほねわしポケモン
Anteater Critter,Critter Tamanoir,Critter Formichiere,Ameisenbären-Critter,Critter Hormiguero,개미핥기포켓몬,アリクイポケモン
Iron Ant Critter,Critter Fourmi Dure,Critter Ferformica,Eisenameisen-Critter,Critter Hormigacero,철개미포켓몬,てつアリポケモン
Irate Critter,Critter Rude,Critter Impeto,Haudrauf-Critter,Critter Tosco,폭거포켓몬,そぼうポケモン
Hostile Critter,Critter Violent,Critter Irruenza,Grobheits-Critter,Critter Violento,흉포포켓몬,らんぼうポケモン
Brutal Critter,Critter Brutal,Critter Brutale,Brutal-Critter,Critter Voraz,난폭포켓몬,きょうぼうポケモン
Torch Critter,Critter Torche,Critter Torcia,Fackel-Critter,Critter Antorcha,횃불포켓몬,たいまつポケモン
Sun Critter,Critter Soleil,Critter Sole,Sonnen-Critter,Critter Sol,태양포켓몬,たいようポケモン
Iron Will Critter,Critter Cœur de Fer,Critter Metalcuore,Eisenkern-Critter,Critter Tesón Acero,철심포켓몬,てっしんポケモン
Cavern Critter,Critter Grotte,Critter Caverna,Felsenhöhlen-Critter,Critter Gruta,암굴포켓몬,がんくつポケモン
Grassland Critter,Critter Plaine Verte,Critter Prateria,Wiesen-Critter,Critter Prado,초원포켓몬,そうげんポケモン
Cyclone Critter,Critter Tornade,Critter Turbinio,Wirbelsturm-Critter,Critter Torbellino,선풍포켓몬,せんぷうポケモン
Bolt Strike Critter,Critter Foudroyeur,Critter Fulminante,Torpedo-Critter,Critter Centella,뇌격포켓몬,らいげきポケモン
Vast White Critter,Critter Blanc Réel,Critter Bianco Verità,Wahres Weiß-Critter,Critter Blanco Veraz,백양포켓몬,はくようポケモン
Deep Black Critter,Critter Noir Idéal,Critter Nero Ideale,Reines Schwarz-Critter,Critter Negro Puro,흑음포켓몬,こくいんポケモン
Abundance Critter,Critter Fertilité,Critter Fertilità,Reichtums-Critter,Critter Fertilidad,풍요포켓몬,ほうじょうポケモン
Boundary Critter,Critter Frontière,Critter Confine,Schwellen-Critter,Critter Frontera,경계포켓몬,きょうかいポケモン
Colt Critter,Critter Poulain,Critter Puledro,Fohlen-Critter,Critter Potro,망아지포켓몬,わかごまポケモン
Melody Critter,Critter Mélodie,Critter Melodia,Melodie,Critter Melodía,선율포켓몬,せんりつポケモン
Paleozoic Critter,Critter Paléozoïque,Critter Paleozoico,Paläozoikums-Critter,Critter Paleozoico,고생대포켓몬,こせいだいポケモン
Spiny Nut Critter,Critter Bogue,Critter Castanriccio,Stachelkopf,Critter Erizo,밤송이포켓몬,いがぐりポケモン
Spiny Armor Critter,Critter Épinarmure,Critter Spincorazza,Spitzpanzer,Critter Corazaespín,가시갑옷포켓몬,とげよろいポケモン
Spiny Armor Critter,Critter Épinarmure,Critter Spincorazza,Spitzpanzer,Critter Corazaespín,가시갑옷포켓몬,とげよろいポケモン
Fox Critter,Critter Renard,Critter Volpe,Fuchs,Critter Zorro,여우포켓몬,キツネポケモン
Fox Critter,Critter Renard,Critter Volpe,Fuchs,Critter Zorro,여우포켓몬,キツネポケモン
Fox Critter,Critter Renard,Critter Volpe,Fuchs,Critter Zorro,여우포켓몬,キツネポケモン
Bubble Frog Critter,Critter Crapobulle,Critter Schiumorana,Blubbfrosch,Critter Burburrana,거품개구리포켓몬,あわがえるポケモン
Bubble Frog Critter,Critter Crapobulle,Critter Schiumorana,Blubbfrosch,Critter Burburrana,거품개구리포켓몬,あわがえるポケモン
Ninja Critter,Critter Ninja,Critter Ninja,Ninja,Critter Ninja,시노비포켓몬,しのびポケモン
Digging Critter,Critter Fouisseur,Critter Scavabuche,Baugräber-Critter,Critter Excavador,땅구멍파기포켓몬,あなほりポケモン
Digging Critter,Critter Fouisseur,Critter Scavabuche,Baugräber-Critter,Critter Excavador,땅구멍파기포켓몬,あなほりポケモン
Tiny Robin Critter,Critter Rougegorge,Critter Pettirosso,Rotkehlchen-Critter,Critter Petirrojo,울새포켓몬,コマドリポケモン
Ember Critter,Critter Braise,Critter Sfavillante,Funkenregen-Critter,Critter Lumbre,불티포켓몬,ひのこポケモン
Scorching Critter,Critter Fournaise,Critter Ardifiamma,Stichflammen-Critter,Critter Flamígero,열화포켓몬,れっかポケモン
Scatterdust Critter,Critter Exhalécaille,Critter Tirascaglie,Puderinsekt,Critter Tiraescamas,가루뿜기포켓몬,こなふきポケモン
Scatterdust Critter,Critter Exhalécaille,Critter Tirascaglie,Puderinsekt,Critter Tiraescamas,가루뿜기포켓몬,こなふきポケモン
Scale Critter,Critter Lépidécaille,Critter Farfascaglia,Flügelstaub,Critter Escamaposa,인분포켓몬,りんぷんポケモン
Lion Cub Critter,Critter Lionceau,Critter Leoncino,Junglöwe,Critter Leoncito,어린사자포켓몬,わかじしポケモン
Royal Critter,Critter Royal,Critter Reale,Monarch,Critter Regio,임금포켓몬,おうじゃポケモン
Single Bloom Critter,Critter Uniflore,Critter Monofiore,Einblütler,Critter Monoflor,한송이포켓몬,いちりんポケモン
Single Bloom Critter,Critter Uniflore,Critter Monofiore,Einblütler,Critter Monoflor,한송이포켓몬,いちりんポケモン
Garden Critter,Critter Jardin,Critter Giardino,Garten,Critter Jardín,가든포켓몬,ガーデンポケモン
Mount Critter,Critter Monture,Critter Cavalcatura,Ritt,Critter Montura,라이드포켓몬,ライドポケモン
Mount Critter,Critter Monture,Critter Cavalcatura,Ritt,Critter Montura,라이드포켓몬,ライドポケモン
Playful Critter,Critter Garnement,Critter Briccone,Verspielt-Critter,Critter Juguetón,개구쟁이포켓몬,やんちゃポケモン
Daunting Critter,Critter Patibulaire,Critter Occhiotruce,Gaunerblick-Critter,Critter Rostro Fiero,무서운얼굴포켓몬,こわもてポケモン
Poodle Critter,Critter Caniche,Critter Barboncino,Pudel,Critter Caniche,푸들포켓몬,プードルポケモン
Restraint Critter,Critter Retenue,Critter Moderazione,Zügelungs-Critter,Critter Moderación,자제포켓몬,じせいポケモン
Constraint Critter,Critter SelfContrôle,Critter Temperanza,Fassungs-Critter,Critter Autocontrol,억제포켓몬,よくせいポケモン
